post_id,user_id,caption,ownerFullName,ownerUsername,url,commentsCount,firstComment,likesCount,timestamp,queryTag,hashtags/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,hashtags/6,hashtags/7,hashtags/8,hashtags/9,hashtags/10,hashtags/11,hashtags/12,hashtags/13,hashtags/14,hashtags/15,hashtags/16,hashtags/17,hashtags/18,hashtags/19,hashtags/20,hashtags/21,hashtags/22,hashtags/23,hashtags/24,hashtags/25,hashtags/26,hashtags/27,hashtags/28
P1448,U1307,"🍏Homemade Apple Turnover | 109cals •11.5g protein each

The PERFECT sweet treat for a cozy night in this holiday season. currently pmsing and was craving mcdonald’s apple pie so decided to make it myself at 11pm & i’m so glad i did bc wow NO NOTES. it not only satisfied the craving but enjoyed it wayyyyy more than mcdonald’s. so easy & so quick.

109cals per turnover (protein icing included)
Carbs 22.5g
Protein 11.5g
Fat 3.5g
(1/4th serving of protein icing included in these macros)
 
🥧 INGREDIENTS (makes 4 turnovers)
1 green apple
1 cup of water 
Cinnamon
Brown Monkfruit or any zero cal sweetener
1tbsp cornstarch 

2 mission carb large tortillas 
10g of flour + 1tbsp water (for the glue) @fit.flour | code INAYAH
Avocado oil 

1 scoop of Vanilla Ice Cream Oxywhey @ehplabs | code INAYAH (or any whey protein)
40ml water

🍏 RECIPE
1. Dice 1 apple
2. Add apple to pan, 3tbsp monk fruit, 1cup of water & cinnamon
3. In a cup mix together cornstarch + water , add to pan and mix. 
4. Allow mixture to thicken and then remove from heat
5. Cut tortilla in half
6. In a cup mix 10g of flour + 1 tbsp of water to create your “glue”
7. Fold tortilla into a cone shape as shown, add 1/4cup of apple mix & use glue to seal
8. Lightly spray with avo oil & AIr Fry at 400F for 10 mins
9. Sprinkle monk + cinnamon on top to serve
for the icing 
10. Mix 1 serve of Proten + 30-40ml of water

This is the dessert you WANT to try okayyyy!! 

saucepan @caraway_home #friendsofcaraway 
The comfiest Pjs from @cozyearth 

#homemadeapplepie #appleturnover #healthyeating #cooking #cozyrecipes #healthydesserts #dessertrecipe #cozyseason",Inayah Webster | Fitness + Lifestyle,inayahnajahh,https://www.instagram.com/p/DR0IpaWEs1d/,41,,307,2025-12-03T20:28:22.000Z,,friendsofcaraway,homemadeapplepie,appleturnover,healthyeating,cooking,cozyrecipes,healthydesserts,dessertrecipe,cozyseason,,,,,,,,,,,,,,,,,,,,
P1449,U1308,"One-pot saumon & riz 🍚 🍣 

🧾 Ingrédients 

4 morceaux de saumon
400 g de riz basmati
1 oignon blanc
1 poivron rouge
1 cébette ou deux petites
1 carotte
2 gousses d’ail 
2 cas d’huile d’olive
1 cac de paprika fumé 
Une demi-cuillère à café de curcuma
Sel et poivre
Environ 1 litre d’eau ou de bouillon
1 petite brique de crème liquide de 20 cl
1 cuillère à soupe de moutarde
Épice aneth (sel poivre)

•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
#reelsfood #onepotrecipe #food #tasty #recette #saumon #salmondinner #fish #repasequilibre #rizbasmati #ricebowl #onepotmeal #recipe #hotsauce #recettesimple #asmrfood #yummy #ideerecette #recettefacile #cooking #recettemaison #festivities",KΔDI.cnd 🍒,foodblog__fr,https://www.instagram.com/p/DRz3bt9DLY7/,46,,-1,2025-12-03T17:56:33.000Z,,reelsfood,onepotrecipe,food,tasty,recette,saumon,salmondinner,fish,repasequilibre,rizbasmati,ricebowl,onepotmeal,recipe,hotsauce,recettesimple,asmrfood,yummy,ideerecette,recettefacile,cooking,recettemaison,festivities,,,,,,,
P1450,U1309,"Resep lengkap cek caption ⬇️

mumpung musim hujan, kita bikin yang anget-anget lagi yuk! kuahnya gurih, creamy walaupun tanpa susu! 😋

- MIE KUAH SUSU TANPA SUSU -

BAHAN :
• 1 bgks indomie kuah ayam spesial
• 400ml air
• 1 btg daun bawang
• 3 cabe rawit
• 1 bawang putih
• 3 bawang merah
• lada
• 1 telur

🚫 waktu nuangin telurnya, api kompor wajib dikecilin banget ya, lalu aduk cepat sampai telur tercampur rata dengan kuahnya.

⚠️ yuk buruan recook di rumah! jangan lupa follow instagram dan tiktok @ammirene untuk update resep yang lainnya ya. ⚠️

#cooking #aestheticfood #aestheticcooking #FYP #idemasakviral",irene ᥫ᭡,ammirene,https://www.instagram.com/p/DRy11jYknE8/,53,,-1,2025-12-03T08:22:29.000Z,,cooking,aestheticfood,aestheticcooking,FYP,idemasakviral,,,,,,,,,,,,,,,,,,,,,,,,
P1451,U1310,"Estas 𝗴𝗮𝗹𝗹𝗲𝘁𝗮𝘀 𝗱𝗲 𝗽𝗹á𝘁𝗮𝗻𝗼, 𝘀é𝘀𝗮𝗺𝗼, 𝗰𝗮𝗿𝗮𝗺𝗲𝗹𝗼 𝘆 𝗰𝗵𝗼𝗰𝗼𝗹𝗮𝘁𝗲 con perfectas como antojo sin remordimientos😎𝗚𝗨Á𝗥𝗗𝗔𝗧𝗘 𝗟𝗔 𝗥𝗘𝗖𝗘𝗧𝗔👌Crujientes por fuera, cremosas por dentro y con ese toque de chocolate que las convierte en un snack perfecto para cualquier momento del día💯Y a la pregunta ¿𝗿𝗲𝗮𝗹𝗺𝗲𝗻𝘁𝗲 𝗲𝘀𝘁𝗮𝗿á𝗻 𝗯𝘂𝗲𝗻𝗮𝘀? 
La respuesta es Siiiiiiii 😂😂😂pruébalas y me cuentas‼️
✅Para 10-12 unidades (8 cm Ø cada galleta)
•	2 plátanos (aprox. 200 g)
•	200 g de sésamos caramelizados (también se puede usar semillas de sésamo sin tostar ni caramelizar)
•	60 g de caramelo
•	120 g de chocolate negro
1.	Aplasta los plátanos hasta conseguir un puré.
2.	Mezcla con el sésamo.
3.	Con la masa haz las galletas (8 cm de Ø y finas).
4.	Coloca las galletas en una bandeja y al horno (precalentado a 180ºC) durante 18-20 minutos o hasta observar que los bordes empiezan a tostarse.
5.	Retira las galletas del horno y deja enfriar a temperatura ambiente sobre una bandeja de rejillas.
6.	Vierte un poco de caramelo en el centro de las galletas y mete en el congelador durante 20 minutos.
7.	Funde el chocolate, retira las galletas del congelador y vierte chocolate sobre ellas hasta que cubran por completo las galletas.
8.	Reserva en el frigorífico hasta que el chocolate se haya solidificado.
#lareposteriademiguel #dulces #cookies #recetasfaciles #cooking #delicioso",La Repostería de Miguel,lareposteriademiguel,https://www.instagram.com/p/DR0FxRriGv6/,65,,447,2025-12-03T19:59:54.000Z,,lareposteriademiguel,dulces,cookies,recetasfaciles,cooking,delicioso,,,,,,,,,,,,,,,,,,,,,,,
P1452,U1311,"Cream cheese Quesellio, teksturnya lembut, cair dimuljut dengan rasa lemak manis memang sedap. Moh le buat! Cream Cheese saya guna Anchor Cream Cheese Traditional Style kegemaran saya sebab:
✅ 100% Dairy Cooking Cream from New Zealand
✅ Smooth body and creamy flavour
✅ Excellent Bake Stability
✅ Performs in Hot and Cold Recipes
.
🅱️Bahan- bahan
▪️Caramel
1 cawan gula
3 sdb air
.
▪️Quesillo
250g Anchor Cream Cheese
5 biji telur Gred A atau 6 biji Gred B
¾ tin susu pekat manis
1 tin susu isian sejat
1 sdb esen vanilla
Secubit garam

▪️Lain-lain
Loyang bulat saiz 7 atau 8inci
Bakar secara water bath pada suhu 180C, 50-60 minit
Biarkan sejuk baru keluarkan.
Jika ada caramel tertinggak dalam loyang, tuang sedikit air, panaskan bagi cair, dah sejuk tuangkan ke atas Quesillo kita
.
#recipe
#desserts 
#adikfoods
#cooking 
#MasakBersamaAnchor
#AnchorFoodProfessionalsMY
.",Faezah Binti Sufian,adikfoods,https://www.instagram.com/p/DRzG8w3CXII/,42,,1674,2025-12-03T10:52:46.000Z,,recipe,desserts,adikfoods,cooking,MasakBersamaAnchor,AnchorFoodProfessionalsMY,,,,,,,,,,,,,,,,,,,,,,,
P1453,U1312,"Cookie butter cinnamon rolls, medio huevona porque el esfuerzo se hizo 😋

#cookwithme #cookiebutter #cinnamonrolls #snacks #cooking #sweets #fyp",ɢᴇɴᴇᴠɪᴇᴠᴇ ᴄᴀʀʀᴀɴᴢᴀ,genevieve.carranza,https://www.instagram.com/p/DR0XminklRt/,22,,-1,2025-12-03T22:36:54.000Z,,cookwithme,cookiebutter,cinnamonrolls,snacks,cooking,sweets,fyp,,,,,,,,,,,,,,,,,,,,,,
P1454,U1313,"ROASTED RED CABBAGE WITH NATURAL VEGETABLE JUS AND FRESH HORSERADISH! 🤘🏻🤠 JUST WONDERFUL.
YES, THE MIDWEST OFFERS PRODUCE IN THE WINTER, BEAUTIFUL PRODUCE I MIGHT ADD, YA JUST NEED TO KNOW HOW TO USE IT. THE MOMENT YOU START TREATING YOUR VEGETABLES WITH THE SAME RESPECT IN WHICH YOU TREAT YOUR PROTEINS, THE RESULTS WILL SPEAK FOR THEMSELVES. 
THIS IS A GREAT DISH TO ENJOY BOTH ALONE OR SURROUNDED BY FAMILY MEMBERS YOU FEEL AMBIVALENT TOWARDS DURING THE HOLIDAYS. 
RECIPE AND METHOD BELOW! THANKS FOR WATCHING!
SHARE IF YOU DARE! ⬇️ 
•
•
•
Roasted Cabbage (method)
•Process cabbage and then oil and salt your portions. In a ripping hot pan, add your cabbage and sear hard until well caramelized. Add butter to your pan and base, making sure you lift the seared side of the cabbage to introduce butter there as well for further caramelization. Add thyme and allow it to bloom. Transfer to a 350 degree oven and cook until very tender (about 30 minutes). 
•
Vegetable Jus
300g leeks
50g shallot 
100g garlic
•In a pot, roast these ingredients well until caramelized.
100g butter
7 sprigs of fresh thyme
•Add butter and stir while you allow it to foam and begin to brown, add thyme and allow to pop and stir until ultra fragrant.
200g cognac or fortified wine
100g molasses
50g brown sugar
1000g vegetable stock
25g salt (more to taste if needed as well as white vinegar)
•Deglaze with your liquor and cook to au sec. Add your remaining ingredients and cook until your jus naturally thickens in to a beautifully syrupy and viscus pool of greatness. Strain and emulsify in a knob or two of butter to form a proper sauce.",Kasey Lee Cooke,kasey_cooke,https://www.instagram.com/p/DR0haZ_Efc_/,23,,623,2025-12-03T23:21:20.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1455,U1314,"Fulkopi pata bata ❤️🧿

#bengali #food #foodreels #foodporn #foodblogger #recipe #foodstagram #cooking #homemade",Nisha Roy Chowdhury,nisha_r_c,https://www.instagram.com/p/DR1j-SRkqxv/,14,,398,2025-12-04T09:42:58.000Z,,bengali,food,foodreels,foodporn,foodblogger,recipe,foodstagram,cooking,homemade,,,,,,,,,,,,,,,,,,,,
P1456,U1315,"⁨	⁨	شانەی هەنگ و ڕۆڵی دارچینم دروست کردووە بەیەک هەویر 
سەرەتا سووپاسی تایبەتم بۆ سپۆنسەری پۆستەکەم چاییە بەتامە تایبەتەکەی هد هد

قیاسی هەویرەکە
١کیسە ئارد
١هێلکە
٢کەوچک شەکر
١کەوچک خومرە
١کووپ کەمتر زبدەی تواوە
شیری گەرم بەپێی پێویست(من یەک کووپ و تۆزێکم بەکار هێنا)
هەمووی بەجوانی ئەشێلین بەدەست بێت یاخوود بە عەجانە

بۆناو شانەی هەنگەکە
پەنیری چوارگۆشە
پەنیری پیزا
شیری خەست
بۆ ڕۆڵی دارچینەکەش 
شەکر و داچین 
کەهەموویمان دروست کرد ئەیکەمە فڕنەوە سەر وژێر پێکەوە دائەگیرسێنم 
هیوادارم بەدڵتان بێت و تاقی بکەنەوە زۆر زۆر تایبەتە

#kurdish #kurdistan #kurdishgirl #kurdistan🇹🇯 #vlogs #kurdi#blogger #trends#fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp #fypage
#fy #food #sweet #cinamonroll #طبخات_سهله #cooking #طبخات_لذيذه⁩⁩",Xwany_ranw,xwany_ranw,https://www.instagram.com/p/DRxKVfmCMvU/,32,,501,2025-12-02T16:44:29.000Z,,kurdish,kurdistan,kurdishgirl,kurdistan🇹🇯,vlogs,kurdi,blogger,trends,fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,fypage,fy,food,sweet,cinamonroll,طبخات_سهله,cooking,طبخات_لذيذه⁩⁩,,,,,,,,,,,,
P1457,U1316,สูตรนี้ปังจริงกรอบจนตกใจ 🤯 #เมนูทำง่าย #ครัวคุณปิ๊ก #ครัวปิ๊กๆ,,paigingun,https://www.instagram.com/p/DRzPS9Yk2aF/,2,,319,2025-12-03T12:04:53.000Z,,เมนูทำง่าย,ครัวคุณปิ๊ก,ครัวปิ๊กๆ,,,,,,,,,,,,,,,,,,,,,,,,,,
P1458,U1317,"how to Cook BUDGET FRIENDLY Spicy Pork KBBQ at home for $3 per person?!! 

Today is TUESDAY!! And that means another episode of Bap for Your Buck!!

Use @recime.app to save the recipe!!

How to make Spicy Pork  Sauce:
🫙Ingredients
- 1 whole onion
- 1 bundle of green onion
- 5 tbsps of sugar
- 4 tbsp of fish sauce 
- 5 tbsp of soy sauce 
-  1 tbsp of 2x vinegar (or 2tbsp of regular vinegar)
- 5 tbsp of gochugaru (red pepper powder)
- 2 heaping tbsp of garlic 
- 1 tsp of pepper
- 3 tbsp of sesame oil 
- 1 can of pear juice 
-(optional 1/2 onion and green onions for decoration/presentation) 
📝 How to Make:
1. Start with dry ingredients sugar
2. Mix all wet ingredients with dry ingredients
3. Add marinade with sliced pork butt and marinate overnight or at least 4 hours
4.in medium low heat add oil 
5. Cook until sides are charred
6. Cut into bite size pieces and cook fully
7. Serve with rice and side dishes 
 
Welcome to Bap for your Buck a new series where my 아빠 and I will show you how to make popular Korean restaurant quality dishes at home for a super affordable price :) 

We will post every Tuesday & Thursday so don’t forget to follow and see you on Thursday for the next episode~! 

#budgetfriendly #koreanfood #spicypork #Recipe #제육볶음  #porkshoulder #cheapeats #howtomake #koreandad #cooking #cookingdad",serena,serena72lee,https://www.instagram.com/p/DRyQR8lEbNA/,8,,642,2025-12-03T02:54:41.000Z,,budgetfriendly,koreanfood,spicypork,Recipe,제육볶음,porkshoulder,cheapeats,howtomake,koreandad,cooking,cookingdad,,,,,,,,,,,,,,,,,,
P1459,U1318,"Tomato Egg Stir-Fry

Find the full written recipe on https://provecho.co/platform/recipe/XRLd2IvmF6UMPc5dplBN

Ingredients
* 4 eggs
* Salt to taste
* Neutral oil
* 2 scallions(sliced)
* 3 tomatoes(cut into chunks)
* 4 tbsp water
* 1 tsp soy sauce
* 2 tsp oyster sauce
* 2 tsp sugar
* 2 tbsp ketchup
* 1/4 tsp white pepper
* 1/4 tsp msg
* 1 tsp sesame oil
#comfortfood #tomatoeggstirfry #recipe #cooking #easyrecipe #recipereels #recipetutorial #easyrecipe #cookingreels #cookingtutorial",Derek Chen,derekkchen,https://www.instagram.com/p/DR2ZwmsD0F0/,18,,1046,2025-12-04T17:33:10.000Z,,comfortfood,tomatoeggstirfry,recipe,cooking,easyrecipe,recipereels,recipetutorial,cookingreels,cookingtutorial,,,,,,,,,,,,,,,,,,,,
P1460,U1319,"on repeat.
#highprotein #breakfast #cooking",Lumi ❤️‍🔥,x.lumi0,https://www.instagram.com/p/DRzxC7RjHC5/,7,,-1,2025-12-03T16:59:06.000Z,,highprotein,breakfast,cooking,,,,,,,,,,,,,,,,,,,,,,,,,,
P1461,U1320,"poached chicken congee 🍲

Ingredients: 
+ 1 cup jasmine rice, toasted
+ 8 cups chicken broth (from poaching the chicken)
+ 1 whole chicken
+ 7–8 slices fresh ginger
+ ½ onion
+ 3-4 green onions
+ 1 tbsp chicken bouillon 
+ 2 teaspoons salt (adjust to taste)
+ Dash of fish sauce
+ Dash of sugar

Toppings (Highly recommended ):
+ Chopped scallions and cilantro
+ Fried shallots or garlic
+ Chopped chilies

Instructions:
	1. In a large pot, add the whole chicken, water, salt, ginger, green onion, and onion. Bring to a boil, then lower to a gentle simmer.
	2.	Simmer until the chicken is cooked through (about 45–60 minutes). Remove the chicken, shred the meat, and set aside. Strain and reserve the broth.
	3.	Toast the jasmine rice in a dry pan until fragrant. Add it to the reserved broth. Simmer, stirring occasionally, until the rice breaks down into a thick porridge (about 60–90 minutes). Add the chicken bouillon, fish sauce, and a dash of sugar. Adjust add salt and adjust as needed.
	4.	Ladle the congee into bowls, top with shredded chicken and your favorite toppings. (I did chillies, green onions, and fried shallots)

#congee #vietnamese #vietnamesefood #chaoga",TRISHA LE SCHULTZ | DALLAS CREATOR,trishale,https://www.instagram.com/p/DR14q9Gjdqy/,25,,1146,2025-12-04T12:45:28.000Z,,congee,vietnamese,vietnamesefood,chaoga,,,,,,,,,,,,,,,,,,,,,,,,,
P1462,U1321,"😂🤦🏾‍♂️ How it be cooking sausage links @ivysacoria 
#cooking #petty #couples #love #comedy #waittilltheend #ivynlant

•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•

#funny #haha #laugh #ol #blacklove #reallove #engaged #couple #relationships #followers #share #theshaderoom #worldstar #couplehumor #humor #igreels #fbreels #introvert #marriedlife #relatable",LANT THE ENTERTAINER 🐐,mfnlant,https://www.instagram.com/p/DR0m0BKjx2D/,78,,629,2025-12-04T00:49:26.000Z,,cooking,petty,couples,love,comedy,waittilltheend,ivynlant,funny,haha,laugh,ol,blacklove,reallove,engaged,couple,relationships,followers,share,theshaderoom,worldstar,couplehumor,humor,igreels,fbreels,introvert,marriedlife,relatable,,
P1463,U1322,Chicken Broccoli Alfredo Lasagna 😋 this one was seriously sooo good and ideal on a rainy night! Find the full recipe in my bio :) #thesecarbsdontcount,Angela Miley,thesecarbsdontcount,https://www.instagram.com/p/DRx2NsbDuXJ/,32,,3451,2025-12-02T23:05:31.000Z,,thesecarbsdontcount,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P1464,U1323,"hi my loves, kachaloo challow amrai gosht 🤎 meat and potatoes! i hope you’re all doing well inshallah 🫶 
#afghan #food #cooking",nila kheri,nilakheri,https://www.instagram.com/p/DR0BEcAksaz/,96,,862,2025-12-03T19:19:04.000Z,,afghan,food,cooking,,,,,,,,,,,,,,,,,,,,,,,,,,
P1465,U1324,"Tag ur Ulaka aḻaki &Ulaka aḻakaṉ😂🤣

#shinchan #cartoon #instagood #love #memes #comedy #funny #shorts #tamilcinema #tamilmeme #fun #shinchanmemes #cartoonlover #shinchan #cartoon #instagood #love #memes #comedy #funny #shorts #tamilcinema #tamilmeme #fun #shinchanmemes #cartoonlover #comedyvideos #instagood
#love #memes #shorts #cartoon #shinchanmemes #foryou #memesbrasil #fpgeeks #look #cookies #cooking #cooking",M.Thulasi,_creative_gir1_,https://www.instagram.com/p/DRw7GxTk-r0/,7,,731,2025-12-02T14:31:12.000Z,,shinchan,cartoon,instagood,love,memes,comedy,funny,shorts,tamilcinema,tamilmeme,fun,shinchanmemes,cartoonlover,comedyvideos,foryou,memesbrasil,fpgeeks,look,cookies,cooking,,,,,,,,,
